Account Owner,Account Status,Account Name,Account ID,Website,Net Premiums Written,Assets Under Management,Annual Revenue,Number of Open Opportunities,#Employee,ICP Type,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Phone,Billing Country,Last Activity,Account Plan URL,Type,Subcategory,Reason for Outreach,Industry
Leonid,Cold Account,Insured Retirement Institute,0011S00000e4aMR,irionline.org,,,,0,,Secondary,"1100 Vermont Avenue, NW",Washington,District of Columbia,20005,,United States,,,,,,
Leonid,Cold Account,InsureNOW Direct,0011S00000e4aLx,insurenowdirect.com,,,,0,,Secondary,245 Grey Fox Run,Chagrin Falls,Ohio,44022,,United States,,,,,,
Leonid,Cold Account,ISN Network,0011S00000e4aMS,teamisn.com,,,,0,,Secondary,2035 Corte Del nogal,Carlsbad,California,92011,,United States,3/16/2020,,,,,
Leonid,Cold Account,Leading Edge Financial Services,0011S00000e4aMT,dicenter.com,,,,0,,Secondary,3727 Canal St Unit 3,New Orleans,Louisiana,70119,,United States,,,,,,
Leonid,Cold Account,Leisure Werden & Terry,0011S00000e4aMU,lwtagency.com,,,,0,,Secondary,200 S. Los Robles Ave,Pasadena,California,91101,,United States,3/16/2020,,,,,
Leonid,Cold Account,LifeBuilders,0011S00000e4aMW,hcslife.com,,,,0,,Secondary,2878 Camino Del Rio South,San Diego,California,92108,,United States,,,,,,
Leonid,Cold Account,"LifeMark Partners, Inc",0011S00000e4aMX,lifemarkpartners.com,,,,0,,Secondary,1306 Concourse Drive,Linthicum,Maryland,21090,,United States,,,,,,
Leonid,Cold Account,Lion Street,0011S00000e4aMY,lionstreet.com,,,,0,,Secondary,515 Congress Avenue,Austin,Texas,78701,,United States,3/18/2019,,,,,
Leonid,Cold Account,Sagicor Life Insurance Company,0013700000PYCa5,sagicor.com,,,,0,,Secondary,"4343 N Scottsdale Rd, Ste 300",Scottsdale,Arizona,85251,(246) 467-7500,United States,8/18/2020,,,,Insurance_test01_3_11_2020,
Leonid,Cold Account,Swiss Reinsurance Group,0013700000IZVUG,http://www.swissre.com/,2238464000,,1000000000,0,,Tertiary,Mythenquai 50/60,Zurich,,8022,1 (914) 828-8000,Switzerland,10/19/2020,,,,Non-USA ,
Leonid,Cold Account,Unitedhealth Group,0013700000M4Bqg,http://www.unitedhealthgroup.com/,,,,0,,Secondary,UnitedHealth Group Center 9900 Bren Rd.,Minnetonka,Minnesota,55343,(952) 945-1177,United States,10/16/2020,,,,,
Leonid,Cold Account,Westfield Group,0013700000Vedaj,http://www.westfieldinsurance.com/,1857242000,,,0,,Primary,"One Park Circle, P.O. Box 5001 Westfield Center, Ohio, 44251 United States",Westfield Center,Ohio,,,United States,10.12.2020,,,,,
Mariia,Cold Account,United Automobile Insurance,0011S00000jD8Ip,www.uaig.net,,,61000000,0,,Secondary,1313 NW 167th Street,Miami Gardens,Florida,33169,(305) 940-5022,United States,11.07.2019,,,,,
Mayo,Cold Account,"Amerisure, Inc.",0013700000agkdX,,815440000,,,0,,Primary,,Farmington Hills,Michigan,,,United States,6/13/2019,https://www.bloomberg.com/profile/company/0603432D:US,,,,
Mayo,Cold Account,Bestow,0011S00000eHbXA,https://hellobestow.com/,,,,0,,Secondary,1920 McKinney Avenue,Dallas,Texas,75201,,United States,10/21/2019,,,,Insurance_test01_3_11_2020,
Mayo,Cold Account,COUNTRY Financial Group,0013700000ATCEF,http://www.countryfinancial.com/,2314826000,,,0,,Primary,1701 Towanda Ave,Bloomington,Illinois,61701,,United States,11/22/2019,https://www.bloomberg.com/profile/company/4527888Z:US,,,ready for outreach,
Mayo,Cold Account,Duncan Advisor Resources,0011S00000e4aLz,duncanar.com,,,,0,,Secondary,311 Main Street,Irwin,Pennsylvania,15642,,United States,,,,,USA non-insurance or no prospects,Advisory
Mayo,Cold Account,ELCO Mutual Life & Annuity,0011S00000e4aM3,https://www.elcomutual.com/,,,,0,,Secondary,916 Sherwood Dr,Lake Bluff,Illinois,60044,,United States,,,,,Insurance_test01_3_11_2020,
Mayo,Cold Account,Eugene Cohen Insurance Agency,0011S00000e4aM4,cohenagency.net,,,,0,,Secondary,9933 Lawler Ave Suite 140,Skokie,Illinois,60077,,United States,,,,,,
Mayo,Cold Account,F&G Annuities & Life,0011S00000e4aM5,fglife.com,,,,0,,Secondary,1001 Fleet Street,Baltimore,Maryland,21202,,United States,,,,,Insurance_test01_3_11_2020,
Mayo,Cold Account,FFP Insurance Services,0011S00000e4aM9,ffpis.com,,,,0,,Secondary,28005 Smyth Dr,Valencia,California,91355,,United States,3/19/2019,,,,Insurance_test01_3_11_2020,
Mayo,Cold Account,Financial Brokerage,0011S00000e4aMA,fb-inc.com,,,,0,,Secondary,17110 Marcy Street,Omaha,Nebraska,68118,,United States,3/19/2019,,,,,
Mayo,Cold Account,First Choice Brokerage,0011S00000e4aMB,firstchoicebrokerage.com,,,,0,,Secondary,822 A1A North,Ponte Vedra Beach,Florida,32082,,United States,,,,,cleaned,
Mayo,Cold Account,First Protective,0011S00000e4aMC,firstprotective.com,,,,0,,Secondary,2501 20th Place S,Birmingham,Alabama,35223,,United States,,,,,,
Mayo,Cold Account,Gordon Marketing,0011S00000e4aMH,gordonmarketing.com,,,,0,,Secondary,20236 Hague Rd,Noblesville,Indiana,46034,,United States,,,,,,
Mayo,Cold Account,LPL Insurance,0011S00000e4aMZ,lpl.com,,,,0,,Secondary,4707 Executive Drive,San Diego,California,92121,,United States,3/19/2019,,,,USA non-insurance or no prospects,Advisory
Mayo,Cold Account,LTAIS,0011S00000e4aMa,ladenburgannuity.com,,,,0,,Secondary,3535 Grandview Pkwy,Birmingham,Alabama,35243,,United States,,,,,ready for outreach,
Mayo,Cold Account,Mutual of Enumclaw,0013700000PYCmJ,www.mutualofenumclaw.com,,,300000000,0,,Secondary,1460 Wells Street,Enumclaw,,98022,(360) 825-2591,United States,3/17/2020,,,,Insurance_test01_3_11_2020,
Mayo,Cold Account,New World Life Insurance,0013700000Wtjga,www.farmers.com,,,,0,,Secondary,"3003 77Th Ave. , S.E.",Mercer Island,Washington,98040,(206) 232-8400,United States,,,,,ready for outreach,
Mayo,Cold Account,Pacific Bridge Insurance Services,0011S00000e4aMc,pacificbridge.net,,,,0,,Secondary,"825 S. Primrose Ave., Suite E",Monrovia,California,91016,,United States,,,,,,
Mayo,Cold Account,Partners Advantage Insurance Services,0011S00000e4aMd,partnersadvantage.com,,,,0,,Secondary,1107 Investment Blvd,El Dorado Hills,California,95762,,United States,3/16/2020,,,,ready for outreach,
Mayo,Cold Account,Premier Brokerage Services,0011S00000e4aMe,premierbrokerage.com,,,,0,,Secondary,604 Harper Avenue,Jenkintown,Pennsylvania,19046,,United States,9/24/2020,,,,ready for outreach,
Mayo,Cold Account,Producers Choice Network,0011S00000e4aMf,https://producerschoicenetwork.com/,,,,0,,Secondary,1152 E Long Lake Road,Troy,Michigan,48085,,United States,3/16/2020,,,,ready for outreach,
Mayo,Cold Account,Producers XL,0011S00000e4aMg,producersxl.com,,,,0,,Secondary,2105 E. Crawford Place,Salina,Kansas,67401,,United States,,,,,ready for outreach,
Mayo,Cold Account,Protective Distributors,0011S00000e4aMh,protectivedistributors.com,,,,0,,Secondary,600 Vine St,Cincinnati,Ohio,45202,,United States,,,,,ready for outreach,
Mayo,Cold Account,RBC Wealth Management,0011S00000e4a6P,rbc.com,,,,0,,Secondary,60 South 6th Street,Minneapolis,Minnesota,55402,,United States,08.07.2020,,,,ready for outreach,
Mayo,Cold Account,Shields Brokerage,0011S00000e4aMn,shieldsbrokerage.com,,,,0,,Secondary,21 Hampton Rd,Exeter,New Hampshire,3833,,United States,3/16/2020,,,,ready for outreach,
Mayo,Cold Account,The Leaders Group,0011S00000e4aMs,leadersgroup.net,,,,0,,Secondary,26 W. Dry Creek Circle,Littleton,Colorado,80120,,United States,,,,,,
Mayo,Cold Account,United Fire & Casualty Group,0013700000agkfV,,1019113000,,,0,,Primary,,Cedar Rapids,Iowa,,,United States,08.11.2020,https://finance.yahoo.com/quote/UFCS/,,,,
Mayo,Cold Account,USA Financial,0011S00000e4aN0,usafinancial.com,,,,0,,Secondary,6020 Fulton St,Ada,Michigan,49301,,United States,,,,,ready for outreach,
Mayo,Cold Account,Utica National Insurance Group,0013700000agkfW,,971284000,,,0,,Primary,,Hartford,Connecticut,,,United States,11.08.2018,https://www.bloomberg.com/profile/company/13104Z:US?cic_redirect=true,,,,
Mayo,Cold Account,WoodmenLife,0011S00000e4aN3,woodmen.org,,,,0,,Secondary,6216 s 157 Street,omaha,Nebraska,68135,,United States,,,,,,
Mayo,Cold Account,XL Catlin America Group,0013700000agkdV,,2266080000,,,0,,Primary,,Stamford,Connecticut,,,United States,10.11.2019,,,,,
Michael,Cold Account,1CFCU Insurance Services LLC,0011S00000e4YXK,https://www.1cfcuinsurance.com/,,,,0,,Other,3505 Wildewood Drive,San Angelo,Texas,76904-6433,(325) 224-3649,United States,03.12.2020,,Life & Health,,Verified,
Michael,Cold Account,Baird,0011S00000e4aLg,rwbaird.com,,,,0,,Secondary,777 E. Wisconsin Ave.,Milwaukee,Wisconsin,53202,,United States,,,,,,
Michael,Cold Account,Broadridge Financial Solutions,0013700000QwwGp,broadridge.com,,,,0,,Secondary,1 Park Ave,New York,New York,10016,,United States,10/16/2019,,,,,
Michael,Cold Account,Catholic Financial Life,0011S00000e4aLq,catholicfinanciallife.org,,,,0,,Secondary,1100 West Wells Street,Milwaukee,Wisconsin,53233,,United States,3/16/2020,,,,,
Michael,Cold Account,eFinancial,0011S00000e4aM1,efinancial.com,,,,0,,Secondary,13810 SE Eastgate Way,Bellevue,Washington,98005,,United States,3/16/2020,,,,,
Michael,Cold Account,Georgetown Financial Group,0011S00000e4aME,gfginc.com,,,,0,,Secondary,73 Redding Road,Georgetown,Connecticut,6829,,United States,3/16/2020,,,,,
Michael,Cold Account,"IMOR Financial,LLC",0011S00000e4aMJ,gmail.com,,,,0,,Secondary,29 Tavern House Hill,Mechanicsburg,Pennsylvania,17050,,United States,,,,,,
Michael,Cold Account,LexisNexis Risk Solutions,0011S00000e4aMV,lexisnexisrisk.com,,,,0,,Secondary,1000 Alderman Drive,Alpharetta,Georgia,30005,,United States,,,,,USA non-insurance or no prospects,Media
Michael,Cold Account,"Specific Solutions, Inc",0011S00000e4aMo,specificsolutions.com,,,,0,,Secondary,475 International Drive,Williamsville,New York,14221,,United States,,,,,,
Michael,Cold Account,Stone Hill National,0011S00000e4aMp,stonehill.net,,,,0,,Secondary,257 E 200 S STE 750,Salt Lake City,Utah,84111,,United States,,,,,,
Michael,Cold Account,Techmate,0011S00000e4aMq,opsplus.com,,,,0,,Secondary,P.O. BOX 749,MORRISON,Colorado,80465,,United States,,,,,,
Michael,Cold Account,"The Pacific Bridge Companies, Inc",0011S00000e4aMt,thepacificbridgecompanies.com,,,,0,,Secondary,825 S. Primrose Ave,Monrovia,Hawaii,91016,,United States,3/18/2019,,,,,
Michael,Cold Account,The Palmer Agency,0011S00000e4aMu,palmeragency.com,,,,0,,Secondary,PO Box 98159,Atlanta,Georgia,30359,,United States,,,,,,
Michael,Cold Account,The Producers Group,0011S00000e4aMv,thepg.com,,,,0,,Secondary,9171 Towne Centre Drive,San Diego,California,92122,,United States,,,,,,
Michael,Cold Account,"The Rosenthal Agency, Inc.",0011S00000e4aMx,therosenthalagency.com,,,,0,,Secondary,"8000 SW 117 Ave, PH-A",Miami,Florida,33183,,United States,3/16/2020,,Life & Health,,cleaned,
Michael,Cold Account,USAdvisors,0011S00000e4aN1,usadvisorsinsurance.com,,,,0,,Secondary,1154 Bromo Avenue,Saint Cloud,Minnesota,56303,,United States,,,,,,
Michael,Cold Account,Windsor Insurance,0011S00000e4aN2,windsorinsurance.com,,,,0,,Secondary,21820 burbank blvd #100,woodland hills,California,91367,,United States,,,,,,
Patrick,Cold Account,"Arbella, Inc.",0013700000LmiSZ,http://www.arbella.com/,777077000,,,0,,Primary,1100 Crown Colony Dr,Quincy,Massachusetts,2169,(617) 328-2800,United States,8/20/2020,https://www.bloomberg.com/profile/company/0339797Z:US,,,ready for outreach,
Patrick,Cold Account,Ascension Insurance,0013700000LmiST,http://www.ascensionins.com/,,,,0,,Secondary,1277 Treat Blvd Ste 650,Walnut Creek,California,94597,,United States,7/20/2017,,,,,
Patrick,Cold Account,Blue Shield of California,0013700000LmiSd,https://www.blueshieldca.com/,,,,0,,Secondary,50 Beale Street,San Francisco,California,94105,,United States,9/22/2017,,,,,
Patrick,Cold Account,Frankenmuth Insurance,0013700000LmiSY,https://www.fmins.com/,,,,0,,Secondary,1 Mutual Avenue,Frankenmuth,Michigan,48787,,United States,6/14/2017,,,,,
Patrick,Cold Account,Grupo Liberty Seguros España,0013700000DAkgX,libertyseguros.es,,,1000000000,0,,Tertiary,,Madrid,,28042,,Spain,,,,,Non-USA ,
Patrick,Cold Account,Hausmann-Johnson Insurance,0013700000LmiSS,http://www.hausmann-johnson.com/,,,,0,,Secondary,700 Regent Street,Madison,Wisconsin,53715,,United States,3/23/2017,,,,,
Patrick,Cold Account,Integrity Insurance,0013700000LmiSP,https://www.integrityinsurance.com/,,,,0,,Secondary,2121 E Capitol Dr,Appleton,Wisconsin,54911,,United States,2/27/2017,,,,,
Patrick,Cold Account,M3 Insurance,0013700000LmiSQ,http://www.m3ins.com/,,,,0,,Secondary,828 John Nolen Drive,Madison,Wisconsin,53713,,United States,6/13/2017,,,,,
Patrick,Cold Account,R&R Insurance Services,0013700000LmiSR,https://www.myknowledgebroker.com/,,,,0,,Secondary,1581 E. Racine Ave.,Waukesha,Wisconsin,53186,,United States,3/23/2017,,,,,
Patrick,Cold Account,Safety Insurance Group,0013700000LmiSc,http://www.safetyinsurance.com/,781053000,,,0,,Primary,20 Custom House Street,Boston,Massachusetts,2110,(617) 951-0600,United States,09.04.2019,https://finance.yahoo.com/quote/SAFT/,,,,
Patrick,Cold Account,SECURA Insurance,0013700000LmiSU,http://www.secura.net/,,,,0,,Secondary,2401 South Memorial Drive,Appleton,Wisconsin,54912,,United States,6/13/2019,,,,,
Patrick,Cold Account,Society Insurance,0013700000LmiSO,http://www.societyinsurance.com/,,,,0,,Secondary,150 Camelot Drive,Fond du Lac,Wisconsin,54936,,United States,3/23/2017,,,,,
Patrick,Cold Account,"The Hanover Insurance Group, Inc",0013700000ATCET,http://www.hanover.com/,4110269000,,1000000000,0,,Primary,440 Lincoln St,Worcester,Massachusetts,1653,1 (508) 855-1000,United States,10/19/2020,https://finance.yahoo.com/quote/THG/,,,,
Patrick,Cold Account,West Bend Mutual Insurance Company,0013700000LmiSN,http://www.thesilverlining.com/,1091965000,,,0,,Primary,1900 S. 18th Avenue,West Bend,Wisconsin,53095,,United States,5/29/2019,https://www.bloomberg.com/profile/company/12799Z:US,,,,
Patrick,Cold Account,XL Catlin,0013700000LmiSX,http://xlcatlin.com/,,,,0,,Secondary,505 Eagleview Blvd.,Exton,Pennsylvania,19341,,United States,03.03.2020,,,,,
Phil,Cold Account,Blue Cross and Blue Shield of Massachusetts,0013700000MvQ32,www.bluecrossma.com,,,,1,,Secondary,401 Park Drive,Boston,Massachusetts,2215,(617) 246-5000,United States,5/16/2019,,,,,
Phil,Cold Account,CruzBlanca,0013700000PzQ7T,https://www.bupa.cl/,,,,1,,Other,"Cuyo domicilio es Av. Cerro Colorado 5240, Torre B. Piso 11. Comuna de Las Condes",Santiago de Chile,,,56978885301,Chile,10.08.2020,,,,Non-USA ,
Phil,Cold Account,DZI Insurance,0011S000012ALJl,https://www.dzi.bg/,,,,1,,Tertiary,6 Tsar Osvoboditel Boulevard,Sofia,,1000,,Bulgaria,6/22/2020,,,,Non-USA ,
Phil,Cold Account,Japan Post Insurance,0011S00000k525Z,https://www.jp-life.japanpost.jp/,,,,0,,Tertiary,"3-1, Otemachi 2chome Chiyoda-ku",Tokyo,,100-8794,(718) 450-1418,Japan,10/18/2019,,,,Non-USA ,
Phil,Cold Account,MassMutual,0013700000ASwbW,http://www.MassMutual.com,,,1000000000,1,,Primary,1277 Main St,Springfield,Massachusetts,01103-1901,(413) 744-8100,United States,7/16/2020,,,,,
Phil,Cold Account,Securian Financial,0013700000M25en,securian.com,,,,1,,Primary,401 Robert St N,St. Paul,Minnesota,55101,(651) 665-7871,United States,11.06.2019,,,,,
Phil,Cold Account,State Farm Insurance,0011S00000vTygx,http://statefarm.com,,,,0,,Primary,1 State Farm Plz,Bloomington,Illinois,61701,1-309-766-2311,United States,,,,,,
Phil,Cold Account,Tokio Marine Group,0013700000PzQ9O,http://www.tokiomarinegroup.com/,6660982000,,,1,,Primary,,New York,New York,,,United States,5/29/2019,https://www.bloomberg.com/profile/company/1021957D:US,,,,
Priit,Cold Account,ERGO Insurance,0011S00000jCRx7,https://www.ergo.ee/en,,,,0,,Tertiary,A. H. Tammsaare tee 47,Tallinn,,11314,,Estonia,11.12.2019,,,,Non-USA ,
Priit,Cold Account,Gjensidige,0011S00000jCRxW,https://www.gjensidige.ee/,,,,0,,Tertiary,Sõpruse pst 145,Tallinn,,13417,,Estonia,09.04.2019,,,,Non-USA ,
Priit,Cold Account,IIZI Insurance,0011S00000jCRxC,https://www.iizi.ee/en,,,,0,,Tertiary,Lohu 12,Tallinn,,,,Estonia,8/22/2019,,,,Non-USA ,
Priit,Cold Account,PZU Baltic,0011S00000jCRxg,https://pzu.ee/en/,,,,0,,Tertiary,Pärnu maantee 141,Tallinn,,11314,,Estonia,11.12.2019,,,,Non-USA ,
Priit,Cold Account,Salva Insurance,0011S00000jCRxb,https://www.salva.ee/en/insurance,,,,0,,Tertiary,Pärnu maantee 16,Tallinn,,10141,,Estonia,02.06.2020,,,,Non-USA ,
Priit,Cold Account,Seesam Insurance,0011S00000jCRxM,https://www.seesam.ee/en/,,,,0,,Tertiary,Maakri 19/1,Tallinn,,10145,,Estonia,8/26/2019,,,,Non-USA ,
Sean,Cold Account,Aspen Insurance,0013700000PzQ7A,https://www.aspen.co/,,,,0,,Other,,London,,,,United Kingdom,10/19/2020,,,,Non-USA ,
Sean,Cold Account,AXIS Capital,0013700000PzQ7K,,997504000,,,0,,Primary,,New York,New York,,,United States,10/19/2020,,,,,
Sean,Cold Account,MAPFRE North America Group,0013700000PzQ8W,http://www.mapfreinsurance.com/,2177009000,,,0,,Primary,,Webster,Massachusetts,,,United States,6/26/2018,,,,,
Stan,Cold Account,Alfa Insurance Group,0013700000NVUq1,,1329863000,,,0,,Primary,,Montgomery,Alabama,,,United States,10/19/2020,https://www.bloomberg.com/profile/company/10414Z:US,,,,
Stan,Cold Account,Main Street America Group,0013700000MvJUG,,1210297000,,,0,,Primary,,Jacksonville,Florida,,,United States,10/16/2019,https://www.bloomberg.com/profile/company/2912683Z:US,,,,
Stan,Cold Account,Shelter Insurance Company,0013700000M1Ila,shelterinsurance.com,1728203000,,1000000000,0,,Primary,,Columbia,Missouri,,1 (573) 445-8441,United States,6/13/2019,,,,,
Stan,Cold Account,TuGo Insurance,0013700000IZKfB,www.tugo.com,,,2000000,0,,Secondary,Three West Centre 11th Floor - 6081 No. 3 Rd.,Richmond,British Columbia,V6Y 2B2,(800) 663-0399,Canada,3/17/2020,,,,Non-USA ,
Steven,Cold Account,1st Central Group Limited,0013700000MwQoo,https://www.firstcentralgroup.com/,,,,1,,Tertiary,Gemini House Mill Green Business Estate Mill Green Road Haywards Heath,West Sussex,,RH16 1XQ,447970474965,United Kingdom,9/30/2020,,,,Non-USA ,
Steven,Cold Account,Columbian Mutual Life Insurance,0013700000Oc6tE,https://www.cfglife.com/,,,,1,,Tertiary,4704 Vestal Parkway East (Rt. 434),Binghamton,New York,13902,(800) 423-9765,United States,10.09.2020,,,,,
Steven,Cold Account,Gabi,0011S000012A8DT,https://www.gabi.com/,,,,1,,Secondary,"106 Lincoln Blvd, Suite 106",San Francisco,California,94129,,United States,10.08.2020,,,,,
Thomas,Cold Account,Workmen's Auto Insurance Co,0011S00000k5L68,https://www.waic.com,,,,0,,Primary,P.O. Box 11120,Santa Ana,California,92711,,United States,2/28/2020,,,,,
Victoria,Cold Account,Acadia Insurance Company,0013700000MwQup,https://www.acadiainsurance.com/,,,483000000,,,Secondary,250 County Road,Westbrook,Maine,4092,,United States,6/14/2017,,Property and Casualty (P & C),,Insurance_test01_3_11_2020,
Victoria,Cold Account,Achmea,0013700000MvMWC,http://www.achmea.nl/,,,,0,,Secondary,Handelsweg 2,Utrecht,,3707,,Netherlands,11/16/2017,,,,Non-USA ,
Victoria,Cold Account,Acrisure,0013700000MwQuq,www.acrisure.com,,,7010000000,0,7500,Secondary,5664 Prairie Creek Dr Se,Caledonia,Michigan,49316,(616) 541-1500,United States,6/14/2017,,,,Insurance_test01_3_11_2020,
Victoria,Cold Account,Adcubum,0013700000QxsdV,https://www.adcubum.com/en/about-us#profile,,,,0,,Tertiary,Zurcher Strasse 464,St Gallen,,9015,#ERROR!,Switzerland,11/16/2017,,,,Non-USA ,
Victoria,Cold Account,AEGIS Insurance Services INC,0013700000MwQur,www.aegislimited.com,,,186920000,0,200,Secondary,1 Meadowlands Plz Ste 1510,Rutherford,New Jersey,7073,(201) 508-2600,United States,6/14/2017,,Property and Casualty (P & C),,Insurance_test01_3_11_2020,
Victoria,Cold Account,AG Insurance,0013700000MvMVR,http://www.aginsurance.be/,,,,0,,Secondary,Boulevard E. Jacqmain / E. Jacqmainlaan 53,Brussels,,1000,,Belgium,11/16/2017,,,,Non-USA ,
Victoria,Cold Account,Ageas,0013700000MvMWK,http://www.ageas.com/,,,,0,,Secondary,Rue du Marquis 1,Brussels,,1000,,Belgium,11/29/2017,,,,Non-USA ,
Victoria,Cold Account,AMC Finanzmarkt GmbH,0013700000MvMVc,http://www.amc-forum.de,,,,0,,Secondary,GeorgstraÃe 5a,KÃ¶ln,,50676,,United States,05.09.2017,,,,,
Victoria,Cold Account,AMERIGROUP Corporation,0013700000MvQ5K,www.amerigroup.com,,,,0,,Secondary,4425 Corporation Lane,Virginia Beach,Virginia,23462,(757) 490-6900,United States,06.06.2017,,,,ready for outreach,
Victoria,Cold Account,AmeriHealth Mercy Health Plan,0013700000MvQ6F,www.amerihealthmercy.com,,,,0,,Secondary,100 Stevens Drive,Philadelphia,Pennsylvania,19113,(215) 937-8000,United States,06.08.2017,,,,USA non-insurance or no prospects,Health Care
Victoria,Cold Account,April Group SA,0013700000MwQoq,www.april.com,,,,0,,Tertiary,103 Rue Anatole France,Levallois-Perret,,92300,,France,6/14/2017,,,,Non-USA ,
Victoria,Cold Account,ARAG,0013700000MvMWO,https://www.arag.nl,,,,0,,Secondary,Kastanjelaan 2,Leusden,,3833 AN,,Netherlands,11/16/2017,,,,Non-USA ,
Victoria,Cold Account,Ash Brokerage Corporation,0013700000MwR3F,www.ashbrokerage.com,,,,0,,Secondary,"888 S. Harrison St., Suite 900",Fort Wayne,Indiana,46802,,United States,3/18/2019,,Life & Health,Life,Insurance_test01_3_11_2020,
Victoria,Cold Account,Assicurazioni Generali,0013700000MvMWH,http://www.generali.com/,,,,0,,Secondary,"Via Italia, 37",Battipaglia SA,,84091,,Italy,,,,,Non-USA ,
Victoria,Cold Account,Baloise Insurance Ltd,0013700000MwQor,www.baloise.com,,,,0,,Tertiary,Avenue de la Gare 7,Fribourg,,1701,,Switzerland,6/14/2017,,,,Non-USA ,
Victoria,Cold Account,Bankers Insurance LLC,0013700000MwQus,www.bankersinsurance.net,,,,0,,Secondary,457 Court St,Portsmouth,,,,United States,6/14/2017,,,,,
Victoria,Cold Account,BCBSVT,0013700000MvQ27,www.bcbsvt.com,,,,0,,Secondary,P.O. Box 186,Montpelier,Vermont,5601,(802) 371-3491,United States,06.02.2017,,,,,
Victoria,Cold Account,Be Wiser Insurance Services Ltd,0013700000MwQos,www.bewiser.co.uk,,,,0,,Tertiary,Barrett House Savoy Close,Andover,,SP10 2HZ,,United Kingdom,6/14/2017,,,,Non-USA ,
Victoria,Cold Account,Belfius Insurance,0013700000MvMVf,https://www.belfius.be,,,,0,,Secondary,Avenue GalilÃ©e 5,Bruxelles,,1210,,Belgium,05.09.2017,,,,Non-USA ,
Victoria,Cold Account,BeneCard Services Inc.,0013700000MvQ5g,www.benecard.com,,,,0,,Secondary,"3131 Princeton Pike, Building 2B, Suite 103",Trenton,New Jersey,8648,(609) 219-0400,United States,5/26/2017,,,,,
Victoria,Cold Account,Blue Cross and Blue Shield of Louisiana incorporated,0013700000MvQ1w,www.bcbsla.com,,,,0,,Secondary,5525 Reitz Ave.,Baton Rouge,Louisiana,70809,,United States,06.06.2017,,,,,
Victoria,Cold Account,Blue Cross and Blue Shield of Minnesota,0013700000MvQ5u,www.bluecrossmn.com,,,,0,,Secondary,3535 Blue Cross Road,Saint Paul,Minnesota,55122,(651) 662-8000,United States,06.09.2017,,,,,
Victoria,Cold Account,BNP Paribas Cardiff,0013700000MvMW5,http://www.bnpparibas.com/,,,,0,,Secondary,"Piazza Lina Bo Bardi, 3",Milano,,20124,,United States,05.10.2017,,,,,
Victoria,Cold Account,BoatUS,0013700000MwQut,www.BoatUS.com,,,,0,,Secondary,880 S Pickett St,Alexandria,,,,United States,6/14/2017,,,,,
Victoria,Cold Account,Boston Mutual Life Insurance Company,0013700000MwQuu,www.bostonmutual.com,,,,0,,Secondary,120 Royall St Ste 4,Canton,,,,United States,6/14/2017,,,,Insurance_test01_3_11_2020,
Victoria,Cold Account,Brightside Group plc,0013700000MwQot,www.brightsidegroup.co.uk,,,,0,,Tertiary,Brightside Park Severn Bridge,Bristol,,BS35 4BL,,United Kingdom,06.04.2017,,,,Non-USA ,
Victoria,Cold Account,Brit Insurance Holdings PLC,0013700000MwQou,www.britinsurance.com,,,,0,,Tertiary,55 Bishopsgate,London,,EC2N 3AS,,United Kingdom,03.02.2020,,,,Non-USA ,
Victoria,Cold Account,Cardon Outreach,0013700000MvQ2V,www.cardonoutreach.com,,,,0,,Secondary,4185 Technology Forest Blvd. Suite 200,Spring,Texas,77381,,United States,06.09.2017,,,,,
Victoria,Cold Account,Carole Nash Insurance Consultants Ltd,0013700000MwQow,www.carolenash.com,,,,0,,Tertiary,Trafalgar House 110 Manchester Road,Altrincham,,WA14 1NU,,United Kingdom,06.04.2017,,,,Non-USA ,
Victoria,Cold Account,Castle Cover Limited,0013700000MwQox,www.castlecover.co.uk,,,,0,,Tertiary,"Ageas House, Tollgate Eastleigh",Hampshire,,SO53 3YA,,United Kingdom,6/14/2017,,,,Non-USA ,
Victoria,Cold Account,Chartered Insurance Institute,0013700000MwQoy,www.cii.co.uk,,,,0,,Tertiary,20 Aldermanbury,London,,EC2V 7HY,,United Kingdom,10/16/2017,,,,Non-USA ,
Victoria,Cold Account,CNP Assurances,0013700000MvMW4,http://www.cnp.fr/,,,,0,,Secondary,4 place Raoul Dautry,Paris,,CEDEX 15,,France,10/16/2017,,,,Non-USA ,
Victoria,Cold Account,CoÃ¶peratie DELA,0013700000MvMVW,http://www.dela.nl/,,,,0,,Secondary,Oude Stadsgracht 1,Eindhoven,,,,Netherlands,05.09.2017,,,,Non-USA ,
Victoria,Cold Account,CoÃ¶peratie UnivÃ© U.A.,0013700000MvMVX,http://www.unive.nl/,,,,0,,Secondary,Postbus 15,Assen,,,,Netherlands,05.10.2017,,,,Non-USA ,
Victoria,Cold Account,CoÃ¶peratie VGZ,0013700000MvMVZ,http://www.werkenbijvgz.nl/,,,,0,,Secondary,Nieuwe Stationsstraat 12,Arnhem,,6811 KS,,Netherlands,05.09.2017,,,,Non-USA ,
Victoria,Cold Account,Coface SA,0013700000MwQoz,www.coface.com,,,,0,,Tertiary,1 Place Costes et Bellonte,Bois-Colombes,,92276,,France,6/14/2017,,,,Non-USA ,
